Date,Open,High,Low,Close,Adj Close,Volume
9/5/2013,17.866072,17.88143,17.629999,17.688213,15.458255,236367600
9/6/2013,17.80143,17.834999,17.498215,17.793571,15.550326,359525600
9/9/2013,18.035713,18.139999,17.981428,18.077499,15.798461,340687200
9/10/2013,18.078571,18.123215,17.482143,17.665714,15.438588,743195600
9/11/2013,16.678928,16.9175,16.600357,16.70393,14.598059,898696400
9/12/2013,16.732143,16.978571,16.643213,16.881786,14.753489,404051200
9/13/2013,16.762142,16.85107,16.59643,16.603571,14.510351,298835600
9/16/2013,16.464287,16.486071,15.972143,16.075714,14.04904,543706800
9/17/2013,15.998571,16.418215,15.982143,16.261429,14.211344,399380800
9/18/2013,16.542143,16.655357,16.452143,16.595715,14.503483,456862000
9/19/2013,16.810715,16.993929,16.758928,16.867857,14.741321,404541200
9/20/2013,17.071428,17.09107,16.642857,16.693214,14.588693,699302800
9/23/2013,17.717857,17.746786,17.235714,17.522858,15.313747,762106800
9/24/2013,17.674286,17.695356,17.422144,17.467857,15.265678,364344400
9/25/2013,17.47143,17.487143,17.19393,17.1975,15.029408,316957200
9/26/2013,17.357143,17.44857,17.282143,17.365,15.175782,237221600
9/27/2013,17.277857,17.309643,17.168571,17.241072,15.067483,228040400
9/30/2013,17.044643,17.202143,16.943214,17.026787,14.880212,260156400
10/1/2013,17.0875,17.469286,17.084999,17.427143,15.230091,353883600
10/2/2013,17.343929,17.564285,17.276787,17.484285,15.280028,289184000
10/3/2013,17.518213,17.583929,17.169287,17.264643,15.088085,322753200
10/4/2013,17.280714,17.307142,17.092857,17.251072,15.076224,258868400
10/7/2013,17.377144,17.594643,17.333929,17.419643,15.223539,312292400
10/8/2013,17.497856,17.522858,17.162144,17.17643,15.010983,290917200
10/9/2013,17.308571,17.42107,17.081429,17.378214,15.187334,301725200
10/10/2013,17.547144,17.584999,17.394285,17.487143,15.282531,278602800
10/11/2013,17.3925,17.637142,17.327143,17.600357,15.381474,267738800
10/14/2013,17.493929,17.770714,17.476786,17.715714,15.482283,261898000
10/15/2013,17.768213,17.928572,17.697144,17.809999,15.564687,320073600
10/16/2013,17.885357,17.9475,17.829643,17.896786,15.64053,251101200
10/17/2013,17.856428,18.027857,17.845715,18.017857,15.746334,253593200
10/18/2013,18.071072,18.187857,18.061071,18.174643,15.883358,290542000
10/21/2013,18.2775,18.725,18.268572,18.620001,16.272573,398106800
10/22/2013,18.800358,18.873215,18.143929,18.566786,16.226065,534063600
10/23/2013,18.535713,18.77393,18.535713,18.748571,16.384933,313723200
10/24/2013,18.75,19.016787,18.65893,18.996786,16.601851,384764800
10/25/2013,18.975714,19.043928,18.753929,18.784286,16.416138,337792000
10/28/2013,18.894285,18.964287,18.686071,18.924286,16.538492,550440800
10/29/2013,19.1525,19.258928,18.376429,18.452856,16.126493,635807200
10/30/2013,18.557501,18.84,18.465,18.746429,16.383057,354163600
10/31/2013,18.75,18.838928,18.616785,18.667856,16.314388,275696400
11/1/2013,18.715,18.742857,18.422857,18.5725,16.231058,274890000
11/4/2013,18.610714,18.815001,18.528929,18.8125,16.440802,244627600
11/5/2013,18.735001,18.888929,18.678572,18.766071,16.400227,265213200
11/6/2013,18.719643,18.745001,18.507143,18.604286,16.353762,223375600
11/7/2013,18.556429,18.685356,18.299286,18.303213,16.089109,262620400
11/8/2013,18.377857,18.611786,18.306786,18.591429,16.342461,279316800
11/11/2013,18.571072,18.631071,18.371786,18.5375,16.295053,227452400
11/12/2013,18.488214,18.71143,18.464287,18.571787,16.325193,204276800
11/13/2013,18.5,18.651787,18.462856,18.593929,16.344648,197220800
11/14/2013,18.671785,18.902857,18.638214,18.862858,16.58106,282419200
11/15/2013,18.806429,18.89607,18.731787,18.749643,16.481533,317920400
11/18/2013,18.749643,18.828215,18.507143,18.522499,16.281868,244944000
11/19/2013,18.536785,18.692142,18.498928,18.555357,16.310751,208938800
11/20/2013,18.543928,18.58643,18.368929,18.392857,16.16791,193916800
11/21/2013,18.485714,18.614643,18.345358,18.612143,16.36067,262026800
11/22/2013,18.554285,18.648571,18.518929,18.564285,16.3186,223725600
11/25/2013,18.607857,18.781071,18.607143,18.705,16.442297,229311600
11/26/2013,18.718571,19.147858,18.714287,19.049999,16.745562,401382800
11/27/2013,19.153929,19.5,19.049999,19.498571,17.139872,363448400
11/29/2013,19.624287,19.940357,19.564644,19.859644,17.457268,318127600
12/2/2013,19.928572,20.154642,19.672144,19.686787,17.305311,472544800
12/3/2013,19.939285,20.227858,19.917143,20.225714,17.779043,450968000
12/4/2013,20.196428,20.328215,20.029285,20.178572,17.737608,377809600
12/5/2013,20.451786,20.540714,20.22893,20.282143,17.828651,447580000
12/6/2013,20.206785,20.241072,19.984644,20.000713,17.581268,344352400
12/9/2013,20.032143,20.342142,20.032143,20.229643,17.782501,320493600
12/10/2013,20.127857,20.281429,20.042856,20.198214,17.754879,278269600
12/11/2013,20.25,20.391787,19.98893,20.048571,17.623329,359718800
12/12/2013,20.076429,20.190714,20.001072,20.019285,17.597588,262290000
12/13/2013,20.101786,20.102858,19.77393,19.801071,17.405777,332822000
12/16/2013,19.822144,20.094286,19.821787,19.910713,17.502155,282592800
12/17/2013,19.850357,19.98,19.763571,19.821072,17.423357,229902400
12/18/2013,19.632143,19.694643,19.242857,19.670357,17.290873,565863200
12/19/2013,19.625,19.642857,19.418928,19.445,17.092777,320308800
12/20/2013,19.479643,19.700357,19.457857,19.607857,17.235935,436413600
12/23/2013,20.285713,20.382856,20.098572,20.360357,17.897404,501306400
12/24/2013,20.353214,20.424286,20.215357,20.27393,17.821432,167554800
12/26/2013,20.289286,20.339287,20.120714,20.139286,17.703075,204008000
12/27/2013,20.136429,20.157499,19.982143,20.003214,17.583469,225884400
12/30/2013,19.909286,20.003214,19.725714,19.804285,17.408598,253629600
12/31/2013,19.791786,20.045713,19.785713,20.036428,17.612665,223084400
1/2/2014,19.845715,19.893929,19.715,19.754642,17.364962,234684800
1/3/2014,19.745001,19.775,19.301071,19.320715,16.983526,392467600
1/6/2014,19.194643,19.52857,19.057142,19.426071,17.076143,412610800
1/7/2014,19.440001,19.498571,19.21143,19.287144,16.954016,317209200
1/8/2014,19.243214,19.484285,19.23893,19.409286,17.06138,258529600
1/9/2014,19.52857,19.530714,19.119642,19.161428,16.843506,279148800
1/10/2014,19.279642,19.314285,18.968214,19.033571,16.731115,304976000
1/13/2014,18.925358,19.375,18.924286,19.133215,16.818705,378492800
1/14/2014,19.222143,19.526072,19.202143,19.513929,17.15337,332561600
1/15/2014,19.768572,20.007143,19.702143,19.905714,17.497757,391638800
1/16/2014,19.817858,19.887501,19.702856,19.794643,17.400122,229278000
1/17/2014,19.695715,19.716785,19.282143,19.309643,16.973793,426739600
1/21/2014,19.321072,19.645357,19.300714,19.609644,17.237503,328526800
1/22/2014,19.675358,19.903214,19.564644,19.696787,17.314102,379985200
1/23/2014,19.640715,19.875,19.4575,19.863571,17.460712,403239200
1/24/2014,19.785713,19.843571,19.455357,19.502501,17.14332,429354800
1/27/2014,19.645357,19.814285,19.491072,19.660713,17.282394,554878800
1/28/2014,18.17,18.392857,17.93107,18.089287,15.901062,1065523200
1/29/2014,17.998215,18.120358,17.807858,17.883928,15.720545,502810000
1/30/2014,17.947857,18.089287,17.739286,17.849285,15.690096,678501600
1/31/2014,17.684999,17.911785,17.626785,17.878571,15.715833,464797200
2/3/2014,17.950357,18.133215,17.832144,17.911785,15.745028,401464000
2/4/2014,18.066071,18.195,17.955713,18.17107,15.972944,376681200
2/5/2014,18.091429,18.402857,18.080357,18.306786,16.092247,328344800
2/6/2014,18.216429,18.339287,18.13607,18.303928,16.186047,257765200
2/7/2014,18.620714,18.676071,18.477858,18.559999,16.412495,370280400
2/10/2014,18.523571,18.999643,18.5,18.8925,16.706514,345559200
2/11/2014,18.950357,19.205357,18.910713,19.14143,16.926647,282256800
2/12/2014,19.176786,19.27,19.044287,19.139999,16.925379,308100800
2/13/2014,19.094999,19.458929,19.078571,19.44393,17.194145,307398000
2/14/2014,19.373928,19.499287,19.32893,19.428213,17.180246,272924400
2/18/2014,19.5,19.685356,19.486071,19.499643,17.24341,260251600
2/19/2014,19.455357,19.531786,19.083929,19.191786,16.971174,313768000
2/20/2014,19.035357,19.178572,18.892857,18.969643,16.774742,305858000
2/21/2014,19.028214,19.091785,18.735714,18.758928,16.588404,278784800
2/24/2014,18.683929,18.925714,18.657858,18.84107,16.661041,288909600
2/25/2014,18.906429,18.913214,18.607143,18.645,16.487656,231952000
2/26/2014,18.700357,18.75,18.414286,18.476786,16.338905,276217200
2/27/2014,18.469286,18.885,18.430357,18.845358,16.664825,301882000
2/28/2014,18.895714,19.026787,18.647142,18.794287,16.619673,371968800
3/3/2014,18.693571,18.951786,18.671785,18.848572,16.667669,238781200
3/4/2014,18.964287,19.022858,18.848928,18.972857,16.777578,259140000
3/5/2014,18.96143,19.098213,18.897499,19.012857,16.812954,200062800
3/6/2014,19.028214,19.087143,18.860714,18.955357,16.76211,185488800
3/7/2014,18.967501,18.999287,18.7875,18.944286,16.75231,220729600
3/10/2014,18.870001,19.047501,18.869286,18.96143,16.767477,178584000
3/11/2014,19.123215,19.240713,19.02107,19.14607,16.930748,279224400
3/12/2014,19.089643,19.191071,19,19.164642,16.947174,199326400
3/13/2014,19.194286,19.273571,18.898571,18.951786,16.758945,257742800
3/14/2014,18.885357,18.960358,18.678572,18.73893,16.570719,237199200
3/17/2014,18.84643,18.9275,18.780357,18.812143,16.635458,199544800
3/18/2014,18.782143,18.998928,18.757143,18.978571,16.782629,209647200
3/19/2014,19.009287,19.151428,18.892857,18.973572,16.778208,224756000
3/20/2014,18.924643,19.02393,18.833929,18.882143,16.697357,208398400
3/21/2014,18.997499,19.0625,18.797501,19.031071,16.829056,374046400
3/24/2014,19.229286,19.303572,19.109285,19.256786,17.02866,355700800
3/25/2014,19.339287,19.491072,19.27107,19.463928,17.211828,282293200
3/26/2014,19.518572,19.607143,19.245001,19.277857,17.047285,299768000
3/27/2014,19.286428,19.339287,19.111429,19.195,16.974016,222031600
3/28/2014,19.225714,19.247856,19.080357,19.173571,16.955065,200564000
3/31/2014,19.258215,19.314644,19.140356,19.169287,16.951281,168669200
4/1/2014,19.205713,19.352501,19.170357,19.344643,17.106342,200760000
4/2/2014,19.370714,19.41,19.295,19.376785,17.134766,180420800
4/3/2014,19.335358,19.375,19.201429,19.2425,17.016022,162344000
4/4/2014,19.278929,19.285713,18.949286,18.99357,16.795897,275251200
4/7/2014,18.857857,18.960714,18.638929,18.695356,16.532187,289850400
4/8/2014,18.756786,18.790001,18.525,18.694286,16.531242,243888400
4/9/2014,18.665714,18.946072,18.643572,18.940001,16.748516,206169600
4/10/2014,18.952856,19.008572,18.684643,18.695715,16.532505,239652000
4/11/2014,18.535713,18.672501,18.469286,18.557501,16.41029,271717600
4/14/2014,18.639286,18.648571,18.471786,18.63143,16.475651,205674000
4/15/2014,18.581072,18.629999,18.261786,18.498571,16.35817,266490000
4/16/2014,18.501785,18.610357,18.362143,18.536072,16.391331,214765600
4/17/2014,18.571428,18.848572,18.542856,18.747856,16.578609,284334400
4/21/2014,18.762142,19.004999,18.712856,18.970358,16.775366,182548800
4/22/2014,18.868214,18.993929,18.803572,18.989286,16.792107,202563200
4/23/2014,18.895,18.968929,18.730356,18.741072,16.572609,394940000
4/24/2014,20.293215,20.357143,20.026072,20.2775,17.931271,759911600
4/25/2014,20.161785,20.428213,20.14143,20.42643,18.062962,390275200
4/28/2014,20.457144,21.276787,20.448214,21.217501,18.762501,669485600
4/29/2014,21.205,21.285,21.053928,21.154642,18.706924,337377600
4/30/2014,21.165714,21.408215,21.064285,21.074642,18.636173,456640800
5/1/2014,21.142857,21.242857,20.941429,21.124287,18.680079,244048000
5/2/2014,21.155001,21.22143,21.061071,21.16357,18.714815,191514400
5/5/2014,21.076429,21.464287,21.071428,21.462856,18.979471,287067200
5/6/2014,21.492857,21.586071,21.22893,21.22893,18.772612,374564400
5/7/2014,21.258928,21.331785,20.990356,21.154642,18.706924,282864400
5/8/2014,21.008928,21.22893,20.942858,20.999643,18.673569,230297200
5/9/2014,20.876429,20.9375,20.72607,20.912144,18.595768,291597600
5/12/2014,20.981787,21.202143,20.978571,21.172501,18.827282,213208800
5/13/2014,21.142857,21.23357,21.09643,21.205713,18.856813,159737200
5/14/2014,21.158215,21.335714,21.133572,21.209642,18.860317,166404000
5/15/2014,21.239286,21.307142,21.001429,21.029285,18.69993,230846000
5/16/2014,21.022499,21.340357,20.907143,21.339643,18.975916,276256400
5/19/2014,21.351786,21.690357,21.333214,21.592501,19.200764,317755200
5/20/2014,21.589643,21.657143,21.454643,21.596786,19.204569,234836000
5/21/2014,21.565357,21.667856,21.502144,21.653929,19.255383,196859600
5/22/2014,21.664286,21.780357,21.575001,21.688213,19.28587,200760000
5/23/2014,21.6875,21.954643,21.659643,21.933214,19.503731,232209600
5/27/2014,21.995714,22.352142,21.986786,22.343929,19.868959,348866000
5/28/2014,22.357857,22.493929,22.277857,22.286072,19.817501,315481600
5/29/2014,22.423214,22.745358,22.420357,22.692142,20.1786,376474000
5/30/2014,22.785,23.006071,22.460714,22.607143,20.103014,564020800
6/2/2014,22.64143,22.672501,22.232143,22.451786,19.964859,369350800
6/3/2014,22.445,22.812143,22.4375,22.769285,20.247196,292709200
6/4/2014,22.765715,23.138929,22.718214,23.029285,20.478397,335482000
6/5/2014,23.078571,23.191786,22.950357,23.119642,20.558739,303805600
6/6/2014,23.210714,23.259287,23.016787,23.05607,20.502214,349938400
6/9/2014,23.174999,23.469999,22.9375,23.424999,20.830276,301660000
6/10/2014,23.682501,23.762501,23.3925,23.5625,20.952539,251108000
6/11/2014,23.532499,23.690001,23.3675,23.465,20.865843,182724000
6/12/2014,23.51,23.530001,22.975,23.0725,20.516819,218996000
6/13/2014,23.049999,23.110001,22.719999,22.82,20.292294,218100000
6/16/2014,22.877501,23.1875,22.862499,23.049999,20.496813,142244000
6/17/2014,23.077499,23.174999,22.950001,23.02,20.470137,118904000
6/18/2014,23.067499,23.0725,22.8375,23.045,20.492371,134056000
6/19/2014,23.0725,23.075001,22.834999,22.965,20.421232,142112000
6/20/2014,22.9625,23.137501,22.725,22.727501,20.21003,403592000
6/23/2014,22.83,22.905001,22.65,22.7075,20.192259,174776000
6/24/2014,22.6875,22.934999,22.547501,22.57,20.069979,156144000
6/25/2014,22.5525,22.674999,22.4125,22.59,20.087763,147476000
6/26/2014,22.592501,22.762501,22.450001,22.725,20.207811,130516000
6/27/2014,22.705,23,22.692499,22.995001,20.447912,256116000
6/30/2014,23.025,23.432501,23.022499,23.2325,20.659101,197929200
7/1/2014,23.379999,23.5175,23.282499,23.379999,20.79026,152892000
7/2/2014,23.467501,23.514999,23.272499,23.370001,20.78137,113860000
7/3/2014,23.4175,23.525,23.299999,23.5075,20.903645,91567200
7/7/2014,23.535,23.997499,23.525,23.9925,21.334917,225872000
7/8/2014,24.067499,24.200001,23.48,23.8375,21.197081,260888000
7/9/2014,23.860001,23.987499,23.690001,23.8475,21.205982,145744000
7/10/2014,23.440001,23.887501,23.379999,23.76,21.128176,158744000
7/11/2014,23.84,23.9725,23.715,23.805,21.168186,136072000
7/14/2014,23.965,24.2225,23.9125,24.112499,21.441622,171240000
7/15/2014,24.200001,24.2125,23.7575,23.83,21.190422,181911600
7/16/2014,24.2425,24.275,23.684999,23.695,21.070375,213585200
7/17/2014,23.7575,23.82,23.1425,23.272499,20.694672,229192000
7/18/2014,23.405001,23.684999,23.254999,23.6075,20.992571,199952000
7/21/2014,23.747499,23.75,23.43,23.485001,20.883635,156316000
7/22/2014,23.67,23.7225,23.530001,23.68,21.057028,220788000
7/23/2014,23.855,24.469999,23.7925,24.297501,21.60614,371672000
7/24/2014,24.26,24.33,24.105,24.2575,21.57056,182916000
7/25/2014,24.2125,24.459999,24.16,24.4175,21.712835,173876000
7/28/2014,24.455,24.809999,24.387501,24.754999,22.012957,221272000
7/29/2014,24.8325,24.860001,24.5625,24.594999,21.870672,172572000
7/30/2014,24.610001,24.674999,24.4175,24.5375,21.819548,132040000
7/31/2014,24.290001,24.362499,23.8325,23.9,21.252665,227372000
8/1/2014,23.725,24.155001,23.702499,24.032499,21.370487,194044000
8/4/2014,24.092501,24.145,23.7925,23.897499,21.250441,159832000
8/5/2014,23.84,23.92,23.59,23.780001,21.145954,223732000
8/6/2014,23.6875,23.870001,23.6775,23.74,21.110386,154232000
8/7/2014,23.7325,23.987499,23.525,23.620001,21.108154,186844000
8/8/2014,23.565001,23.705,23.32,23.684999,21.166235,167460000
8/11/2014,23.817499,24.02,23.709999,23.997499,21.445505,146340000
8/12/2014,24.01,24.219999,23.9025,23.9925,21.441034,135180000
8/13/2014,24.0375,24.309999,24.01,24.309999,21.724775,127664000
8/14/2014,24.3325,24.3925,24.200001,24.375,21.782864,112464000
8/15/2014,24.475,24.547501,24.215,24.495001,21.8901,195804000
8/18/2014,24.622499,24.842501,24.495001,24.790001,22.15373,190288000
8/19/2014,24.852501,25.17,24.83,25.1325,22.459806,277596000
8/20/2014,25.110001,25.272499,24.987499,25.1425,22.46874,210796000
8/21/2014,25.1425,25.235001,25.0275,25.145,22.470976,133912000
8/22/2014,25.0725,25.3675,25.047501,25.33,22.636299,176736000
8/25/2014,25.4475,25.5425,25.32,25.385,22.685453,161080000
8/26/2014,25.355,25.375,25.215,25.2225,22.54023,132608000
8/27/2014,25.254999,25.6425,25.174999,25.532499,22.817265,209476000
8/28/2014,25.397499,25.695,25.389999,25.5625,22.844076,273840000
8/29/2014,25.715,25.725,25.549999,25.625,22.899933,178380000
9/2/2014,25.764999,25.934999,25.68,25.825001,23.078663,214256000
9/3/2014,25.775,25.799999,24.645,24.735001,22.10458,501684000
9/4/2014,24.7125,25.022499,24.4475,24.530001,21.921381,342872000
9/5/2014,24.700001,24.8475,24.577499,24.7425,22.111286,233828000
9/8/2014,24.825001,24.827499,24.512501,24.59,21.974998,185426800
9/9/2014,24.77,25.77,24.035,24.497499,21.89233,759385200
9/10/2014,24.502501,25.2775,24.440001,25.25,22.564812,403478400
9/11/2014,25.102501,25.360001,24.905001,25.3575,22.660881,249412400
9/12/2014,25.3025,25.547501,25.27,25.415001,22.712261,250504400
9/15/2014,25.702499,25.762501,25.360001,25.407499,22.705559,245266000
9/16/2014,24.950001,25.315001,24.7225,25.215,22.533529,267632400
9/17/2014,25.317499,25.450001,25.147499,25.395,22.694387,243706000
9/18/2014,25.4825,25.5875,25.389999,25.4475,22.741308,149197600
9/19/2014,25.5725,25.5875,25.125,25.24,22.555876,283609600
9/22/2014,25.450001,25.535,25.145,25.264999,22.578217,211153600
9/23/2014,25.15,25.735001,25.135,25.66,22.931215,253608800
9/24/2014,25.540001,25.7125,25.299999,25.4375,22.732376,240687200
9/25/2014,25.127501,25.1775,24.43,24.467501,21.865532,400368000
9/26/2014,24.6325,25.1875,24.6,25.1875,22.508961,249482000
9/29/2014,24.6625,25.110001,24.657499,25.0275,22.365976,199065200
9/30/2014,25.202499,25.385,25.1325,25.1875,22.508961,221056400
10/1/2014,25.147499,25.172501,24.674999,24.795,22.158195,205965200
10/2/2014,24.817499,25.055,24.51,24.975,22.319052,191031200
10/3/2014,24.860001,25.0525,24.76,24.905001,22.256498,173878400
10/6/2014,24.987499,25.1625,24.855,24.905001,22.256498,148204800
10/7/2014,24.8575,25.030001,24.682501,24.6875,22.06213,168376800
10/8/2014,24.690001,25.2775,24.577499,25.200001,22.52013,229618800
10/9/2014,25.385,25.594999,25.1525,25.254999,22.569279,309506000
10/10/2014,25.172501,25.5075,25.075001,25.182501,22.504486,265326400
10/13/2014,25.3325,25.445,24.952499,24.952499,22.298952,214333600
10/14/2014,25.0975,25.129999,24.6425,24.6875,22.06213,254754400
10/15/2014,24.4925,24.7875,23.795,24.385,21.791798,403734400
10/16/2014,23.887501,24.43,23.852501,24.065001,21.505829,288618000
10/17/2014,24.375,24.75,24.202499,24.4175,21.820843,272718800
10/20/2014,24.58,24.99,24.555,24.940001,22.287779,310069200
10/21/2014,25.754999,25.754999,25.317499,25.6175,22.89323,378495600
10/22/2014,25.709999,26.0275,25.65,25.747499,23.009403,273052400
10/23/2014,26.02,26.262501,25.907499,26.2075,23.420488,284298800
10/24/2014,26.295,26.372499,26.1325,26.305,23.507616,188215600
10/27/2014,26.2125,26.370001,26.174999,26.2775,23.483042,136750800
10/28/2014,26.35,26.684999,26.3375,26.684999,23.847206,192243600
10/29/2014,26.6625,26.842501,26.59,26.834999,23.981256,210751600
10/30/2014,26.74,26.8375,26.475,26.745001,23.900827,162619200
10/31/2014,27.002501,27.01,26.8025,27,24.128708,178557200
11/3/2014,27.055,27.575001,27.002501,27.35,24.44149,209130400
11/4/2014,27.34,27.372499,26.93,27.15,24.262758,166297600
11/5/2014,27.275,27.325001,27.032499,27.215,24.320847,149743600
11/6/2014,27.15,27.1975,26.950001,27.174999,24.390406,139874000
11/7/2014,27.1875,27.33,27.137501,27.252501,24.459965,134766000
11/10/2014,27.254999,27.3325,27.1675,27.2075,24.419571,108782000
11/11/2014,27.174999,27.4375,27.1,27.424999,24.614784,109769200
11/12/2014,27.344999,27.8575,27.342501,27.8125,24.96258,187769600
11/13/2014,27.950001,28.362499,27.9,28.205,25.314865,238091600
11/14/2014,28.2875,28.547501,27.8025,28.545,25.620028,176254400
11/17/2014,28.567499,29.32,28.325001,28.497499,25.577389,186986800
11/18/2014,28.485001,28.922501,28.4725,28.8675,25.909473,176896000
11/19/2014,28.860001,28.934999,28.450001,28.6675,25.729975,167476800
11/20/2014,28.727501,29.215,28.7125,29.077499,26.097954,173582000
11/21/2014,29.377501,29.3925,29.0075,29.1175,26.133852,228717200
11/24/2014,29.2125,29.692499,29.155001,29.657499,26.618521,189803200
11/25/2014,29.7675,29.9375,29.362499,29.4,26.387405,275361600
11/26/2014,29.485001,29.775,29.4575,29.75,26.701548,163073200
11/28/2014,29.817499,29.85,29.512501,29.7325,26.685843,99257600
12/1/2014,29.702499,29.8125,27.817499,28.7675,25.819721,335256000
12/2/2014,28.375,28.9375,28.1875,28.657499,25.720993,237395600
12/3/2014,28.9375,29.0875,28.7775,28.9825,26.01269,172253600
12/4/2014,28.942499,29.299999,28.8225,28.872499,25.913961,168178000
12/5/2014,28.997499,29.02,28.66,28.75,25.804014,153275600
12/8/2014,28.525,28.6625,27.905001,28.1,25.220619,230659600
12/9/2014,27.547501,28.575001,27.3375,28.530001,25.606562,240832000
12/10/2014,28.602501,28.7125,27.885,27.987499,25.119652,178261200
12/11/2014,28.065001,28.450001,27.834999,27.905001,25.045605,165606800
12/12/2014,27.615,27.967501,27.395,27.432501,24.621521,224112400
12/15/2014,27.674999,27.9,26.5875,27.057501,24.284943,268872400
12/16/2014,26.592501,27.540001,26.565001,26.6875,23.95286,243162800
12/17/2014,26.780001,27.459999,26.705,27.352501,24.549715,213647200
12/18/2014,27.967501,28.1625,27.665001,28.1625,25.276709,236024800
12/19/2014,28.065001,28.309999,27.915001,27.945,25.081499,353719200
12/22/2014,28.040001,28.372499,27.9925,28.235001,25.341785,180670000
12/23/2014,28.307501,28.3325,28.115,28.135,25.252035,104113600
12/24/2014,28.145,28.1775,28.002501,28.002501,25.133114,57918400
12/26/2014,28.025,28.629999,28.002501,28.497499,25.577389,134884000
12/29/2014,28.4475,28.692499,28.424999,28.477501,25.559433,110395600
12/30/2014,28.41,28.48,28.0275,28.129999,25.247543,119526000
12/31/2014,28.205,28.282499,27.5525,27.594999,24.767368,165613600
1/2/2015,27.8475,27.860001,26.8375,27.3325,24.531769,212818400
1/5/2015,27.0725,27.1625,26.352501,26.5625,23.840664,257142000
1/6/2015,26.635,26.8575,26.157499,26.565001,23.842913,263188400
1/7/2015,26.799999,27.049999,26.674999,26.9375,24.177235,160423600
1/8/2015,27.307501,28.0375,27.174999,27.9725,25.106182,237458000
1/9/2015,28.1675,28.3125,27.5525,28.002501,25.133114,214798000
1/12/2015,28.15,28.157499,27.200001,27.3125,24.513819,198603200
1/13/2015,27.8575,28.200001,27.227501,27.555,24.731466,268367600
1/14/2015,27.26,27.622499,27.125,27.450001,24.637224,195826400
1/15/2015,27.5,27.514999,26.665001,26.705,23.968559,240056000
1/16/2015,26.7575,26.895,26.299999,26.497499,23.782328,314053200
1/20/2015,26.959999,27.2425,26.625,27.18,24.394897,199599600
1/21/2015,27.237499,27.764999,27.067499,27.387501,24.581131,194303600
1/22/2015,27.565001,28.1175,27.43,28.1,25.220619,215185600
1/23/2015,28.075001,28.4375,27.8825,28.245001,25.35076,185859200
1/26/2015,28.434999,28.59,28.200001,28.275,25.377687,222460000
1/27/2015,28.105,28.120001,27.2575,27.285,24.489126,382274800
